id,snippet,predicted_label,confidence,rationale
contractnli_542,"CONFIDENTIALITY AND STANDSTILL AGREEMENT This Confidentiality and Standstill Agreement (the ""Agreement"") is entered into as of this 7th day of March, 2001, by and between Polycom, Inc. (""Polycom""), and PictureTel Corporation (""PictureTel""), a Delaware corporation. WITNESSETH: WHEREAS, Polycom and PictureTel may consider engaging in discussions with respect to a possible negotiated business combination involving PictureTel and Polycom or their respective subsidiaries (the ""Transaction"") and, prior to or during the course of any such discussions, PictureTel and Polycom each may have disclosed or, in the future, may disclose and make available to the other certain information concerning its business prospects, financial condition, operations, assets and liabilities; WHEREAS, all such information furnished to a party or its Representatives (as defined below) by or on behalf of the other party (irrespective of the form of communication and whether such information is so furnished before, on or after the date hereof), and all analyses, compilations, data, studies, notes, interpretations, memoranda or other documents prepared by a party or its Representatives containing or based in whole or in part on any such furnished information are collectively referred to herein as the ""Confidential Information;"" and WHEREAS, each of Polycom and PictureTel hereby agrees to receive such Confidential Information of the other and to disclose such Confidential Information to the other subject to the following terms and conditions. NOW, THEREFORE, for and in consideration of the mutual promises and obligations contained herein and for other good and valuable consideration, the receipt and sufficiency of which are hereby acknowledged, the parties, intending to be legally bound, hereby agree as follows: 1. Non-Disclosure of Confidential Information. (a) Each of PictureTel and Polycom shall (i) use the Confidential Information obtained from the other solely for the purpose of evaluating a…",Confidentiality (NDA) Agreements,0.95,"The contract is a Confidentiality and Standstill Agreement, which explicitly outlines obligations not to disclose certain non-public information."
cuad_2,"Exhibit 10.14 OUTSOURCING AGREEMENT BETWEEN INTERNATIONAL BUSINESS MACHINES CORPORATION AND MANUFACTURERS' SERVICES WESTERN U.S. OPERATIONS, INC. EFFECTIVE DATE JUNE 1, 1998 ---------- [*] = Information redacted pursuant to a confidential treatment request. An unredacted version of this exhibit has been filed separately with the Commission. IBM Confidential OUTSOURCING BASE AGREEMENT This Outsourcing Base Agreement and the five (5) attachments listed below which are hereby incorporated by reference (""Agreement"") is entered into by and between International Business Machines Corporation, a corporation incorporated under the laws of New York, U.S.A., having an office for the transaction of business at 8501 IBM Drive, Charlotte, North Carolina 28262 (""IBM""), and Manufacturers' Services Western US Operations, Inc., a corporation incorporated under the laws of California, U.S.A., having an office for the transaction of business at 5600 Mowry School Road, Newark, CA 94560 (""MSL""). WHEREAS, IBM desires to sell certain IBM assets and transition services to MSL and MSL desires to purchase certain IBM assets and transition services from IBM in order for MSL to manufacture and sell products to IBM, and WHEREAS, MSL desires to employ certain IBM personnel and lease certain IBM space in Charlotte, North Carolina, and IBM desires to make available certain IBM personnel and lease certain IBM space to MSL in order for MSL to manufacture and sell products to IBM, and WHEREAS, MSL desires to manufacture and sell products to IBM and IBM desires to purchase such products, NOW THEREFORE, in consideration of the promises contained herein, IBM and MSL (each a ""Party"" and together the ""Parties"") agree to the following terms and conditions: The Parties agree that this Agreement regarding this transaction consists of: a) the Outsourcing Base Agreement b) Attachment 1: Statement of Work and its Product Attachments, Appendices, and Supplements c) Attachment 2: Employee list and Benefits…",Service Contracts,0.85,"The contract involves the provision of services and transition services related to manufacturing and selling products, indicating a service-oriented agreement."
cuad_36,"Exhibit 10.18 Confidential EXECUTION COPY CERTAIN CONFIDENTIAL INFORMATION CONTAINED IN THIS DOCUMENT, MARKED BY [***], HAS BEEN OMITTED BECAUSE IT IS BOTH NOT MATERIAL AND WOULD BE COMPETITIVELY HARMFUL IF PUBLICLY DISCLOSED. DEVELOPMENT AND OPTION AGREEMENT between HARPOON THERAPEUTICS, INC. and ABBVIE BIOTECHNOLOGY LTD Dated as of November 20, 2019 Source: HARPOON THERAPEUTICS, INC., 10-K, 3/12/2020 TABLE OF CONTENTS ARTICLE 1 DEFINITIONS 1 ARTICLE 2 COLLABORATION MANAGEMENT 18 2.1 Joint Governance Committee. 18 2.2 General Provisions Applicable to the JGC. 19 2.3 Discontinuation of the JGC. 20 2.4 Interactions Between the JGC and Internal Teams. 20 2.5 CMC Working Group. 21 2.6 Working Groups. 21 2.7 Expenses. 21 ARTICLE 3 DEVELOPMENT AND REGULATORY 21 3.1 Initial Development Plan and Activities. 21 3.2 AbbVie Option. 24 3.3 [***]. 25 3.4 Post-Exercise Development Activities. 26 3.5 Supply of Technology for Development Purposes. 27 3.6 Expenses and Invoicing. 27 3.7 Subcontracting. 28 3.8 Regulatory Matters. 28 ARTICLE 4 COMMERCIALIZATION 30 4.1 In General. 30 4.2 Commercialization Diligence. 30 4.3 Booking of Sales; Distribution. 31 4.4 Product Trademarks. 31 4.5 Commercial Supply of Licensed Compounds or Licensed Products. 31 ARTICLE 5 GRANT OF RIGHTS 33 5.1 Grants to AbbVie. 33 5.2 Grants to Harpoon. 34 5.3 Sublicenses. 34 5.4 Distributorships. 34 5.5 Co-Promotion Rights. 34 5.6 Retention of Rights. 34 5.7 Confirmatory Patent License. 35 5.8 Exclusivity with Respect to the Territory. 35 5.9 In-License Agreements. 35 ARTICLE 6 PAYMENTS AND RECORDS 36 6.1 Upfront Payment. 36 6.2 Development and Regulatory Milestones. 36 6.3 First Commercial Sales Milestones. 37 6.4 Sales-Based Milestones. 37 6.5 Royalties. 38 6.6 Royalty Payments and Reports. 39 6.7 Mode of Payment; Offsets. 40 6.8 Withholding Taxes. 40 Source: HARPOON THERAPEUTICS, INC., 10-K, 3/12/2020 6.9 Indirect Taxes. 40 6.10 Interest on Late Payments. 41 6.11 Audit. 41 6.12 Audit Dispute. 41 6.13…",Licensing Agreements,0.9,"The contract includes grants of rights and mentions commercialization and licensing of products, which aligns with licensing agreements."
cuad_462,"EXHIBIT 10.15 ENDORSEMENT AGREEMENT This ENDORSEMENT AGREEMENT (the ""Agreement"") is made this 1st day of --- November, 2003 by and between Bruce Jenner, Individual (""CELEBRITY""), with his offices located in California; and The Right Solution, a Nevada Corporation (the COMPANY), with its offices located at 3035 East Patrick Lane, Suite 14, Las Vegas, Nevada 89120. WHEREAS, CELEBRITY has experience in public speaking and marketing and WHEREAS, the COMPANY desires to do business with the CELEBRITY and NOW, THEREFORE, in consideration of the mutual promises, covenants and agreements contained herein, and for other good and valuable consideration, the receipt and sufficiency of which is hereby acknowledged, the COMPANY and CELEBRITY agree as follows: 1. ENGAGEMENT The COMPANY agrees to a one year engagement to contract the CELEBRITY to speak at the company meetings and seminars along with endorsement of the Company products. 2. The CELEBRITY will be limited to six speaking engagements for the year and five conference calls per month at the company's discretion. 3. The CELEBRITY will assist in getting a distributorship started through his contacts and fan mail. The CELEBRITY can designate the party placed in the distributorship direct to the Company. This distributorship will be independent of the endorsement terms of the agreement and will remain on going as long as the CELEBRITY maintains the annual membership fee. 4. TERMS FOR THE COMPANY (i) The COMPANY will flag the CELEBRITY center at level six for a six month period. COMPANY will provide the necessary time to work with the business on products, strategies and opportunity. Jack Zufelt will coordinate all efforts and work direct with the CELEBRITY and or the designee. (ii) The COMPANY will provide products at no cost for use by the CELEBRITY for personal use throughout the duration of this agreement. COMPANY will pay $10,000 upfront to begin representation and support of the CELEBRITY. (iii) CELEBRITY will receive…",Service Contracts,0.8,"The agreement involves the engagement of a celebrity for speaking and endorsement services, which is a service contract."
cuad_427,"EXHIBIT 10.18 SPONSORSHIP AGREEMENT This Sponsorship Agreement (""Agreement"") is entered into as of the 14th day of May, 1999 (""Effective Date""), by and between Intuit Inc. a Delaware corporation, located at 2550 Garcia Ave., Mountain View, California 94043 (""Intuit""), and Stamps.com Inc., a Delaware corporation, located at 2900 31st Street, Suite 150, Santa Monica, CA 90405-3035 (""Client""). RECITALS A. Intuit maintains sites on the Internet at http://www.quicken.com (the ""Quicken.com Site"") and at http://www.quickbooks.com (the ""QuickBooks ------------------------- Site""), and owns, manages or is authorized to place advertising on the following affiliated Web sites worldwide http://www.quicken.excite.com ----------------------------- (""Excite Money & Investing Site""), http://www.quicken.webcrawler.com --------------------------------- (""WebCrawler Money & Investing Site""), and http://www.quicken.aol.com -------------------------- (""AOL.com Personal Finance Site"") (all such sites, including the Quicken.com Site and QuickBooks Site, collectively referred to as the ""Intuit Sites""). Within the Intuit Sites, content is organized into topical channels (""Channels""). B. Intuit maintains the Quicken'99 software product into which Banner Advertisements are served (""Quicken Software""). C. Client is engaged in the business of the sale and delivery of electronic postage at its Web site located at http://www.stamps.com (the ""Client Site""). D. Client wishes to promote its business to users of the Intuit Sites through promotions and advertising in various portions of the Intuit Sites. Therefore, the parties agree as follows: 1. ADDITIONAL DEFINITIONS 1.1 ""Above-the-Fold"" means the portion of a page that is designed to be visible on a standard computer screen with a resolution of 640 pixels by 480 pixels without requiring the user to scroll horizontally or vertically through the page. 1.2 ""Banner Advertisement"" means advertisements consisting of billboard-like graphics displayed in…",Sponsorship Agreements,0.75,"The contract is a Sponsorship Agreement, which typically involves promotional activities and advertising, fitting the sponsorship category."
cuad_327,"STRATEGIC ALLIANCE AGREEMENT This agreement (""Agreement""), is entered into as of the date on which the Registration Statement is declared effective by the SEC (the ""Effective Date""), by and among PHL VARIABLE INSURANCE COMPANY (""PHLVIC""), PHOENIX LIFE INSURANCE COMPANY, (""PLIC"" and, together with PHLVIC, ""PHL Variable""), PHOENIX EQUITY PLANNING CORPORATION (""PEPCO"" and, together with PHLVIC and PLIC, the ""PHL Parties""), and INVESTORS CAPITAL CORPORATION (""ICC""). Except as otherwise defined, capitalized terms used herein shall have the meanings given to them in Section 1 Definitions, below. RECITALS A. PHL Variable will offer to issue the GIE to ICC Customers. B. ICC is a broker dealer that is registered under the 1934 Act and with FINRA and an investment adviser that is registered with the SEC under the Advisers Act and doing business as an investment adviser as Investors Capital Advisory Services (""ICAS""). C. ICAS has established certain asset allocation Models that are eligible for use with the GIE, and in the future may establish other Models that become eligible for use with the GIE. D. ICC and the Phoenix Parties have previously entered into a Selling Agreement, effective as of December 1, 2002 and the addition of GIE to the Selling Agreement effective as of the Effective Date, pursuant to which ICC will solicit sales of the GIE to ICC Customers. E. The Parties desire to set forth herein certain of their respective duties and obligations in connection with the GIE, all upon the terms and subject to the conditions more fully set forth below. NOW, THEREFORE, in consideration of the foregoing recitals, the mutual covenants and obligations hereinafter set forth, and for other good and valuable considerations, the receipt and sufficiency of which are hereby acknowledged, the Parties hereto, intending to be legally bound, agree as follows: SECTION 1 DEFINITIONS - 1 - 1.01 1933 Act. The Securities Act of 1933, as amended. 1.02 1934 Act. The Securities Exchange Act of…",Partnership Agreements,0.7,"The agreement outlines a strategic alliance and collaboration between parties, indicating a partnership-like relationship."
cuad_447,"COOPERATION AGREEMENT made by and between HPIL ENERGYTECH Inc. and GINARES GROUP AG January 5, 2015 Table of Contents 1. Term........................................................................................................................................... 2 2. Goals And Objectives................................................................................................................ 2 3. Obligations Of The Parties........................................................................................................ 3 4. Confidentiality........................................................................................................................... 3 5. Relation Of The Parties............................................................................................................. 3 6. Closing....................................................................................................................................... 3 7. Representations, Warranties, And Covenants Of GINARES.................................................... 3 8. Representations, Warranties, And Covenants Of HPIL ET...................................................... 4 9. GINARES's Indemnity.............................................................................................................. 5 10. HPIL ET's Indemnity............................................................................................................... 5 11. Payment Of Expenses................................................................................................................ 5 12. Approval Of Counsel................................................................................................................. 5 13. Notices....................................................................................................................................... 6 14. Additional…",Service Contracts,0.65,"The Cooperation Agreement involves mutual obligations and goals, which are characteristic of service contracts."
contractnli_321,"NON DISCLOSURE AGREEMENT (NDA covering any Pitch Deck Fire organized workshop or event) THIS AGREEMENT is made and entered into by all parties who participate in any way (as an event ticket holder or otherwise, paid event or otherwise) in _______Zero to Pitch Deck – February 11th 2017_______ (“the Event”) that is organized by Pitch Deck Fire or it’s officers. Parties agree to enter into this agreements by purchasing a ticket to or attending the event as on the date of the ticket purchased or event date, whichever comes first (“Effective Date”). The agreement covers information shared by and between any event participant (“the Disclosing Party”) and any other event participant, (“the Recipient”) (collectively, “the Parties”). Purpose for Disclosure (“Business Purpose”): Relevant information may be disclosed by the Disclosing Party to the Recipient during the course of activities of the event to collaboratively ensure that attendees fully understand and effectively utilize the training material. This agreement covers the entirety of the event and any and all information shared by any party at the event to any other party at the event or after the event. The information may be shared verbally, visually, in a document, via email or other digital forum. The Parties hereby agree as follows: 1. For purposes of this Agreement, ""Confidential Information"" shall mean any and all non-public information, including, without limitation, technical, developmental, marketing, sales, operating, performance, cost, know-how, business plans, business methods, and process information, disclosed to the Recipient. For convenience, the Disclosing Party may, but is not required to, mark written Confidential Information with the legend ""Confidential"" or an equivalent designation. 2. All Confidential Information disclosed to the Recipient will be used solely for the Business Purpose and for no other purpose whatsoever. The Recipient agrees to keep the Disclosing Party’s Confidential…",Confidentiality (NDA) Agreements,0.95,This is a Non-Disclosure Agreement (NDA) that covers confidentiality obligations among event participants.
contractnli_602,"Exhibit 99.(d)(9) NON-DISCLOSURE AGREEMENT THIS AGREEMENT is made as of the 15th day of November, 2011 by and between COMVERGE, Inc., a corporation organized under the laws of Delaware (“COMVERGE”) and H.I.G. Middle Market, LLC, a company located at 1450 Brickell Avenue, 3l Floor,st Miami, FL 33131 (“H.I.G.”). COMVERGE and H.I.G. are individually referred to as a “Party” and collectively referred to as the “Parties”. WHEREAS, COMVERGE will provide financial information and strategic operating plans, including drafts of financial projections, budgets and due diligence to H.I.G. and its Representatives (as defined below) for the purpose of H.I.G. making a potential investment in COMVERGE (the “Transaction”); and WHEREAS, COMVERGE will provide confidential and proprietary information and materials to H.I.G. and H.I.G. shall keep such information confidential. NOW THEREFORE, the Parties agree as follows: 1. Confidential Information Defined. The Parties acknowledge that, in the course of the Transaction, it is anticipated that H.I.G. and its Representatives will receive certain non-public and confidential information, from or about COMVERGE, including, but not limited to financing information, operating budgets, strategic business plan documents, product and services offerings, software platform or any other confidential and proprietary information relating to the Transaction or COMVERGE. All such financial information and term sheets supplied by COMVERGE or its representatives are hereinafter called the “Confidential Information”. The term “Confidential Information” as used herein also includes the Transaction itself and any information, work papers, analyses, compilations, projections, studies, documents, terms, conditions, correspondence, facts or other materials derived or produced by COMVERGE or its representatives for each other which contain or otherwise reflect confidential or proprietary information provided or developed by COMVERGE in connection with the…",Confidentiality (NDA) Agreements,0.95,The contract is a Non-Disclosure Agreement that defines confidential information shared between parties.
contractnli_160,"MUTUAL NON-DISCLOSURE AGREEMENT THIS AGREEMENT is made by and between , a corporation organized under the laws of , hereinafter called ""Vendor"", and CVS Pharmacy, Inc., a Rhode Island corporation, and its subsidiaries and affiliates including Caremark Rx, L.L.C., hereinafter individually and collectively called the ""CVS"", effective as of the date set forth below. The parties agree as follows: 1.0 Project Defined Each party has requested or may be receiving from the other party information of a non-public nature for use by each party and its officers, directors, agents, employees, and representatives, including financial and legal advisers and, if either party is a partnership, its partners (collectively, ""Representatives"") in connection with consideration by the parties of a possible agreement, partnership, joint venture, consortium relationship, or other business relationship between the parties (the “Project”). 2.0 Confidential Information Defined The parties acknowledge that, in the course of their consideration of and any concurrent or subsequent discussions between CVS and Vendor or their representatives relating to the Project, each party may receive certain non-public and confidential information from or about the other party or its affiliates, including but not limited to technical, financial, and business information and models, names of potential customers or partners, proposed business deals, reports, plans, market projections, software programs, data, or any other confidential and proprietary information relating to the Project. All such technical, financial, or other business information thus supplied by either party to the other or the other's representatives is hereinafter called the ""Information"". The term ""Information"" as used herein also includes (i) the fact that the Information has been made available to or is being inspected or evaluated by the receiving party, (ii) the fact that such discussions or negotiations are taking place concerning the…",Confidentiality (NDA) Agreements,0.95,This is a Mutual Non-Disclosure Agreement that outlines confidentiality obligations between the parties.
contractnli_29,"NON-DISCLOSURE AGREEMENT This Non-Disclosure Agreement (the “NDA”) is effective 23 August, 2019 (the “Effective Date”) and governs the disclosure of Confidential Information (“CI”, as defined below) between the Adobe entity identified below, including entities that it directly or indirectly controls or is under common control with (collectively “Adobe”), and the party identified below, including entities that it directly or indirectly controls or is under common control with (collectively “Company”). The party disclosing CI is referred to as “Discloser” and the party receiving CI is referred to as “Recipient”. Company and Adobe may make disclosures of CI to each other for discussions, evaluation, or consultations, concerning their prospective or existing business relationship (the Purpose). 1. Definition. CI means Discloser’s non-public written information, in any form, and all copies, summaries and extracts which is identified in writing as confidential at the time of disclosure, and any information disclosed in non-tangible form that is identified as confidential at the time of disclosure and summarized in a writing labelled as “confidential” delivered to Recipient within 15 days after disclosure. CI does not include information that (A) is or becomes generally publicly available at the time of disclosure or subsequently through no fault of Recipient, (B) was known to Recipient, free of any confidentiality obligations, before its disclosure by Discloser, (C) becomes known to Recipient, free of any confidentiality obligations, from a source other than Discloser, or (D) is independently developed by Recipient without use of CI. 2. Confidentiality Obligations. Recipient will not reproduce, use, disseminate, or disclose CI to any person or entity, except to its employees and authorized representatives (i.e., temporary employees, consultants, and contractors) who need to know the CI to further the Purpose and are bound by confidentiality obligations at least as…",Confidentiality (NDA) Agreements,0.95,"The contract is a Non-Disclosure Agreement (NDA) that governs the disclosure of Confidential Information between two parties, detailing the obligations regarding the handling of such information."
contractnli_440,"Non-Disclosure Agreement This Non-Disclosure Agreement (the ""Agreement"") is entered into as of the 5th day of June, 2000, by and between Kaplan, Inc. located at 888 Seventh Avenue, New York, New York 10106 (""Kaplan"") and Quest Education Corporation located at 1400 Hembree Road, Suite 100, Roswell, Georgia 30076 (""Company""). In order to pursue a potential strategic alliance, acquisition or other business relationship, Kaplan and Company recognize that there is a need to disclose to each other certain confidential information of each party to be used solely for the purpose of evaluating this opportunity. Each party intends to protect such confidential information of the other party from unauthorized use and disclosure. In consideration of the disclosures, the parties hereby agree as follows: 1. This Agreement shall apply to: (a) confidential or proprietary exchanged material and information (in written, taped or computerized form or format) that is clearly and prominently marked ""Proprietary or ""Confidential"" or that is not so marked but, by its nature, is such that it reasonably should be held in confidence, including, but not limited to, technical, developmental, marketing, editorial, sales, operating, performance, cost, know-how, computer programming techniques, and any new or planned programs and services; (b) the existence and substance of oral and written communications between the parties about the potential strategic alliance, acquisition or other business relationship; and (c) the existence of the discussions between Company and Kaplan about the potential strategic alliance, acquisition or other business relationship. (Subparagraphs (a), (b) and (c) above hereinafter referred to collectively as ""Confidential Information."") 2. Each party agrees to hold the other's Confidential Information in confidence and to use it solely for the purposes contemplated herein and agrees further that the Confidential Information shall not be used for any other purpose nor…",Confidentiality (NDA) Agreements,0.95,This is a Non-Disclosure Agreement that outlines the confidentiality obligations between Kaplan and Quest Education Corporation regarding shared confidential information for a potential business relationship.
contractnli_79,"Confidentiality and Non-Disclosure Agreement This Confidentiality and Non-Disclosure Agreement (""Agreement"") is made and entered into this __ day of __________, 2016 (""Effective Date"") by CiF Lab Solutions LP (""CIF""), having its principal place of business at 53 Courtland Ave., Vaughan, ON, L4K 3T2. WHEREAS, CIF desires to allow Dealer access to CIF's website to enable Dealer to easily and efficiently obtain information and specifications regarding CIF's products, and Dealer desires to obtain such access and information to enable it to more effectively market and sell CIF products; and WHEREAS, CIF is willing to provide such access and information to Dealer and Dealer is willing to receive such access and information subject to the terms and conditions contained herein. NOW, THEREFORE, in consideration of the covenants and agreements contained herein and for other good and valuable consideration, the receipt and sufficiency of which are hereby acknowledged, the parties hereto agree as follows: 1. Confidential Information. The term ""Confidential Information"" shall mean and include that technical and non-technical information disclosed by CIF to Dealer relating to: (a) CIF's website, information system, and related software and discs, and any data and information contained therein, (b) information and specifications on CIF's products, and their design, cost, manufacture, marketing, and sale, and (c) the existence, terms and subject matter of this Agreement. Confidential Information shall not include information that: (i) is in or enters the public domain through no improper action or inaction by Dealer, or (ii) was in Dealers possession or known by Dealer prior to receipt from CIF, or (iii) is rightfully disclosed by Dealer by a third party, or (iv) is approved for disclosure in writing by CIF for release by Dealer or (v) is developed by Dealer without reference to the Confidential Information, or (vi) is required to be disclosed by Dealer in compliance with…",Confidentiality (NDA) Agreements,0.95,The contract is a Confidentiality and Non-Disclosure Agreement that specifies the terms under which CIF Lab Solutions LP will share confidential information with a Dealer.
contractnli_331,"Non-disclosure Agreement This NON-DISCLOSURE AGREEMENT is made and entered into as of ____________, 20____, by and between _________________________________________________, with its principal place of business at _______________________________________, on its own behalf, and on behalf of its subsidiaries, and _________________________ _______________________________________, with its principal place of business at _____________________________________________________________________. _______________________________ and _________________________________ shall collectively be called the “Parties”. For good and valuable consideration, the receipt and sufficiency of which are hereby acknowledged, the Parties hereto agree as follows: 1. Purpose. The Company and Third Party wish to discuss a potential business opportunity under which each may disclose its Confidential Information to the other. 2. Definition. “Confidential Information” means any information, technical data or know-how, including, but not limited to, that which relates to research, products, services, customers, markets, software, developments, inventions, processes, designs, drawings, engineering, marketing or finances, disclosed orally or in written or electronic form, and which is marked or identified by the disclosing party as “proprietary” or “confidential”. Confidential Information does not include information, technical data or know-how that: (i) is in the possession of the receiving party at the time of disclosure as shown by the receiving partyʼs files and records immediately prior to the time of disclosure; or (ii) prior or after the time of disclosure becomes part of the public knowledge or literature, not as a result of any inaction or action of the receiving party; (iii) is approved for release by the disclosing party; or (iv) is independently developed by the receiving party without the use of any Confidential Information of the other party. 3. Non-disclosure of Confidential Information.…",Confidentiality (NDA) Agreements,0.95,This is a Non-Disclosure Agreement that defines the terms of confidentiality between two parties regarding the disclosure of confidential information related to a potential business opportunity.
contractnli_31,"NON-DISCLOSURE AGREEMENT This Agreement (“Agreement”) dated as of __________, is between ________________ (“Borrower”) and ____________________ (“Lending Agent”), acting in its capacity as agent for its various securities lending clients (each a “Principal”). WHEREAS, Borrower and Lending Agent are parties to a securities lending agreement dated ________ (which, as the same may be amended from time to time, is herein referred to as “Borrowing Agreement”) pursuant to which Lending Agent loans securities to Borrower on behalf of Principals; WHEREAS, the Borrower is required to obtain certain information (specified below) in order to meet certain regulatory requirements with respect to its credit and risk management processes regarding its continuing business relationship with Principals, and for certain financial reporting calculations; and WHEREAS, in order for Lending Agent to provide such information, Lending Agent requires, and Borrower is willing to provide assurances that such information will be held in confidence by the credit, risk management and financial reporting areas of the firm, and to use the information only as set forth herein. NOW, THEREFORE, in consideration of the mutual agreements contained herein, the parties hereby agree as follows: 1. In connection with any transaction entered or contemplated to be entered pursuant to the Borrowing Agreement, Lending Agent shall provide to the Borrower information regarding each Principal, including the Name, Tax or Government ID, address, and other specific identifying information, financial information, corporate structure and organization, and/or information concerning Loans entered into on behalf of specific Principals (collectively, the “Information”). 2. Borrower shall use the Information solely in its credit, risk management and net capital processes, including, without limitation, functions such as concentration limit monitoring, compliance or legal review, or senior management oversight as Borrower…",Confidentiality (NDA) Agreements,0.95,The contract is a Non-Disclosure Agreement that establishes confidentiality obligations for information shared between a Borrower and a Lending Agent in the context of a securities lending agreement.
contractnli_117,"NON DISCLOSURE AGREEMENT (Generic NDA provided by Pitch Deck Fire) THIS AGREEMENT is made and entered into as on _________________ (“Effective Date”), by and between ____________________, (“the Disclosing Party”) and ___Pitch Deck Fire___, (“the Recipient”) (collectively, “the Parties”). Purpose for Disclosure (“Business Purpose”): Relevant information will be disclosed by the Disclosing Party to the Recipient for the purposes of providing a quote for services and for providing services, generally the completion of a pitch deck or similar materials by the Recipient for Disclosing Party’s use at their discretion. Products of services also fall under this non-disclosure agreement, with the sole exception that the Recipient can use products of services as portfolio examples on the Pitchdeckfire.com website or otherwise, provided that the images are in a non-editable format, and scrubbed clean of branding and specific content (blurred out all logos, company and industry specific content), unless contrary written permission is given by the disclosing party. The Parties hereby agree as follows: 1. For purposes of this Agreement, ""Confidential Information"" shall mean any and all non-public information, including, without limitation, technical, developmental, marketing, sales, operating, performance, cost, know-how, business plans, business methods, and process information, disclosed to the Recipient. For convenience, the Disclosing Party may, but is not required to, mark written Confidential Information with the legend ""Confidential"" or an equivalent designation. 2. All Confidential Information disclosed to the Recipient will be used solely for the Business Purpose and for no other purpose whatsoever. The Recipient agrees to keep the Disclosing Party’s Confidential Information confidential and to protect the confidentiality of such Confidential Information with the same degree of care with which it protects the confidentiality of its own confidential information, but in…",Confidentiality (NDA) Agreements,0.95,This is a Non-Disclosure Agreement that outlines the confidentiality obligations regarding the disclosure of non-public information between the Disclosing Party and Pitch Deck Fire.
contractnli_603,"Exhibit 99.3/A CONFIDENTIALITY/STANDSTILL AGREEMENT THIS AGREEMENT is dated as of the 26th day of September, 2007 AMONG: SWANSI HOLDINGS CORP., a Panama corporation and having an office for business located at Nerine Fiduciaire S.A., Rue des Terreaux-du-Temple 4, Case postale 5023, CH - 1211 Geneva 11, Switzerland (“Swansi”); AND: ZULU ENERGY CORP., a Colorado corporation having an office for business located at 2610− 1066 West Hastings Street, Vancouver, BC V6E 3X2 (“Zulu”) WHEREAS Swansi and Zulu are willing to enter into discussions regarding a possible acquisition by Zulu of shares of Nyati Resources Botswana (PTY) Limited, a Botswana corporation (“Nyati Botswana”) from Swansi (the “Acquisition”). NOW THEREFORE THIS AGREEMENT WITNESSETH THAT in consideration of the exchange of Confidential Information (as defined herein) between Swansi and Zulu as may be reasonably requested from time to time and other good and valuable consideration, the receipt and sufficiency of which is hereby acknowledged, the parties hereto hereby agree as follows: ARTICLE 1 CONFIDENTIALITY Confidential Information 1.1 For purposes of this Agreement, the term confidential information (“Confidential Information”) shall mean all financial and other nonpublic information, together with notes, analyses, compilations, studies or other documents prepared or provided by the disclosing party in connection with the evaluation of the Acquisition. Confidential Information shall also include proprietary information concerning the respective businesses, operations and assets of the parties, including, without limitation, trade secrets, techniques, models, data, documentation, code, research, development, processes, procedures, business strategy, marketing timetables, pricing policies, financial information and other information of a similar nature, whether or not reduced to writing or other tangible form. Confidential Information shall not include (a) information known to a receiving party (the…",Confidentiality (NDA) Agreements,0.95,The contract is a Confidentiality/Standstill Agreement that governs the exchange of confidential information between Swansi Holdings Corp. and Zulu Energy Corp. in relation to a potential acquisition.
cuad_286,"Exhibit 99.1 COOPERATION AGREEMENT This Cooperation Agreement (this ""Agreement"") dated December 12, 2014, is by and among the persons and entities listed on Schedule A (collectively, the ""ValueAct Group"", and individually a ""member"" of the ValueAct Group), Allison Transmission Holdings, Inc. (the ""Company"") and Gregory P. Spivy, in his individual capacity and as a member of the ValueAct Group (the ""ValueAct Designee""). WHEREAS, the ValueAct Group currently beneficially owns 19,125,204 shares of the common stock, par value $0.01 per share, of the Company (the ""Common Stock""), which represents approximately 10.77% of the issued and outstanding shares of Common Stock. WHEREAS, the Nominating and Governance Committee of the Board (the ""Nominating Committee"") and the Company's Board of Directors (the ""Board"") have considered the qualifications of the ValueAct Designee and conducted such review as they have deemed appropriate. WHEREAS, the Board has determined that it is in the best interests of the Company to appoint the ValueAct Designee on the terms set forth in this Agreement. NOW, THEREFORE, In consideration of and reliance upon the mutual covenants and agreements contained herein, and for other good and valuable consideration, the receipt and sufficiency of which is hereby acknowledged, the parties hereto agree as follows: 1. Board Nomination. (a) Subject to the satisfactory completion of the Company's customary background check, the Board shall appoint the ValueAct Designee to serve as a director beginning within ten (10) calendar days following receipt of the ValueAct Group's written request to the Company to have the ValueAct Designee appointed to the Board; provided that, at such time, the Board does not conclude in good faith and based on the written opinion of outside legal counsel that such appointment would constitute a breach of the directors' fiduciary duties. If the ValueAct Designee is appointed to the Board pursuant to this Section 1(a), the Company…",Partnership Agreements,0.85,"The contract involves the appointment of a member of the ValueAct Group to the Board of Directors, indicating a collaborative relationship and mutual interests among the parties, which aligns with the characteristics of a partnership agreement."
